pred_race,race,black_zip,black_name,sex,yearofbirth,incarcerated,absconder,predator,block_level
White,White,1,1,Male,1979.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1961.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1967.0,0,0,0,0
Asian or Pacific Islander,Black,1,1,Male,1987.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1962.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1948.0,0,0,0,1
Hispanic,White,1,1,Male,1983.0,0,0,0,1
Hispanic,White,1,1,Male,1985.0,0,0,0,0
White,White,1,1,Male,1991.0,0,0,0,1
Black,Black,1,1,Male,1960.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1966.0,0,0,0,1
White,White,1,1,Male,1960.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1978.0,0,0,0,0
American Indian or Alaskan Native,Black,1,1,Male,1967.0,0,0,0,1
Black,Black,1,1,Male,1970.0,0,0,0,1
Black,Black,1,1,Male,1984.0,1,0,0,0
American Indian or Alaskan Native,Black,1,1,Male,1961.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1960.0,0,0,0,1
Black,Black,1,1,Male,1975.0,0,0,0,0
American Indian or Alaskan Native,White,1,1,Male,1962.0,0,0,0,1
Black,White,1,1,Male,1964.0,0,0,0,1
White,White,1,1,Male,1975.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1989.0,0,0,0,1
Black,Black,1,1,Male,1977.0,0,1,0,1
Black,White,1,1,Male,1965.0,0,0,0,0
White,White,1,1,Male,1991.0,0,0,0,0
White,Black,1,1,Male,1963.0,0,0,0,1
White,Black,1,1,Male,1954.0,1,0,0,1
White,Black,1,1,Male,1979.0,1,0,0,0
Black,Black,1,1,Male,1989.0,0,0,0,0
Black,Black,1,1,Male,1982.0,0,0,0,1
White,Black,1,1,Male,1957.0,0,0,0,0
White,White,1,1,Male,1957.0,0,0,0,0
White,White,1,1,Male,1952.0,0,0,0,1
White,Black,1,1,Male,1971.0,1,0,0,1
Black,Black,1,1,Male,1975.0,0,0,0,1
White,White,1,1,Male,1991.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1968.0,0,0,0,1
Black,White,1,1,Male,1987.0,1,0,1,0
White,White,1,1,Male,1961.0,1,0,0,1
White,White,1,1,Male,1952.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1983.0,0,0,0,0
Black,White,1,1,Male,1945.0,0,0,0,1
Black,White,1,1,Male,1988.0,0,0,0,1
White,White,1,1,Male,1983.0,0,0,0,1
White,White,1,1,Male,1982.0,0,0,0,1
Black,White,1,1,Male,1960.0,0,0,1,1
White,Black,1,1,Male,1973.0,1,0,0,1
White,White,1,1,Male,1987.0,0,0,0,0
Other,Black,1,1,Male,1981.0,0,0,0,1
White,White,1,1,Male,1959.0,0,0,0,1
Black,White,1,1,Male,1990.0,1,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1956.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1970.0,0,0,1,1
White,White,1,1,Male,1945.0,0,0,0,0
Black,Black,1,1,Male,1957.0,1,0,0,0
Asian or Pacific Islander,White,1,1,Male,1959.0,0,0,0,1
White,White,1,1,Male,1964.0,1,0,0,0
Hispanic,White,1,1,Female,1968.0,0,0,0,1
Hispanic,White,1,1,Male,1956.0,1,0,0,1
Black,Black,1,1,Male,1960.0,0,0,0,0
White,Black,1,1,Male,1995.0,1,0,0,0
White,White,1,1,Male,1964.0,0,0,0,1
White,White,1,1,Male,1990.0,0,0,0,0
White,White,1,1,Male,1964.0,0,0,0,1
Black,Black,1,1,Male,1970.0,0,0,0,1
Hispanic,White,1,1,Male,1963.0,0,0,0,1
Hispanic,White,1,1,Male,1985.0,1,0,0,1
Hispanic,White,1,1,Male,1939.0,0,0,0,1
Black,Black,1,1,Male,1993.0,0,0,0,0
White,Black,1,1,Male,1948.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Female,1979.0,0,0,0,1
White,White,1,1,Male,1994.0,0,0,0,0
Asian or Pacific Islander,White,1,1,Male,1962.0,0,0,0,1
White,Black,1,1,Male,1989.0,0,0,0,1
White,White,1,1,Male,1953.0,0,0,0,0
White,White,1,1,Male,1965.0,0,0,0,1
White,White,1,1,Male,1985.0,1,0,0,1
Black,Black,1,1,Male,1949.0,0,0,0,0
Black,Black,1,1,Male,1959.0,0,0,0,1
Hispanic,White,1,1,Male,1958.0,0,0,0,1
White,Black,1,1,Male,1982.0,0,0,0,1
White,White,1,1,Male,1995.0,0,0,0,1
Black,Black,1,1,Male,1967.0,0,0,0,1
White,White,1,1,Male,1961.0,0,0,0,1
Black,Black,1,1,Male,1973.0,0,0,0,0
White,White,1,1,Male,1987.0,1,0,0,1
White,White,1,1,Male,1987.0,0,0,0,0
Black,White,1,1,Male,1948.0,0,0,0,1
White,White,1,1,Female,1988.0,0,0,0,1
White,Black,1,1,Male,1968.0,0,0,0,1
Black,Black,1,1,Male,1962.0,0,0,0,0
White,White,1,1,Male,1960.0,0,0,0,1
Black,White,1,1,Male,1965.0,0,0,0,1
Black,Black,1,1,Male,1982.0,0,0,0,0
White,White,1,1,Male,1987.0,0,0,0,1
White,White,1,1,Male,1949.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1965.0,1,0,0,1
White,White,1,1,Male,1953.0,0,0,0,1
Black,Black,1,1,Male,1984.0,0,0,0,1
White,Black,1,1,Male,1984.0,0,0,0,0
White,White,1,1,Male,1946.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1974.0,0,0,0,1
White,White,1,1,Male,1969.0,0,0,0,1
Black,Black,1,1,Male,1981.0,0,0,0,1
White,Black,1,1,Male,1940.0,0,0,0,0
White,Black,1,1,Male,1960.0,0,0,0,1
White,White,1,1,Male,1985.0,1,0,1,1
American Indian or Alaskan Native,Black,1,1,Male,1981.0,0,0,0,1
White,White,1,1,Male,1959.0,0,0,0,0
White,White,1,1,Male,1971.0,0,0,0,0
Asian or Pacific Islander,White,1,1,Male,1963.0,0,0,0,1
Black,Black,1,1,Male,1986.0,0,0,0,1
Black,Black,1,1,Male,1964.0,0,0,0,1
Black,Black,1,1,Male,1949.0,0,0,0,1
Black,Black,1,1,Male,1984.0,0,0,0,0
White,White,1,1,Male,1966.0,1,0,0,1
Black,Black,1,1,Male,1973.0,0,0,0,1
Black,White,1,1,Male,1956.0,1,0,0,1
Black,Black,1,1,Male,1984.0,0,0,0,1
White,White,1,1,Male,1964.0,1,0,0,1
Black,Black,1,1,Male,1975.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Female,1963.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1982.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1993.0,0,1,0,1
White,White,1,1,Male,1974.0,1,0,0,0
Black,Black,1,1,Male,1950.0,0,0,0,0
Black,Black,1,1,Male,1960.0,0,0,0,0
Asian or Pacific Islander,White,1,1,Male,1972.0,0,0,0,1
Black,White,1,1,Male,1968.0,0,0,0,1
Black,Black,1,1,Male,1963.0,0,0,0,0
White,White,1,1,Male,1954.0,0,0,0,1
Black,Black,1,1,Male,1962.0,0,0,0,1
White,White,1,1,Male,1993.0,1,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1966.0,0,0,0,1
White,White,1,1,Male,1948.0,1,0,0,0
White,White,1,1,Female,1959.0,0,0,0,1
White,White,1,1,Male,1961.0,0,0,0,0
Black,White,1,1,Male,1951.0,0,0,0,1
White,White,1,1,Male,1963.0,0,0,0,0
American Indian or Alaskan Native,White,1,1,Male,1961.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1986.0,0,0,0,1
White,Black,1,1,Male,1981.0,1,0,1,0
White,White,1,1,Male,1968.0,0,0,0,1
White,White,1,1,Male,1994.0,0,0,0,1
White,White,1,1,Male,1992.0,0,0,0,1
White,White,1,1,Male,1961.0,0,0,0,1
Black,Black,1,1,Male,1964.0,1,0,0,1
Black,Black,1,1,Male,1975.0,0,0,0,0
Black,White,1,1,Male,1978.0,0,0,0,1
White,White,1,1,Male,1988.0,0,0,0,1
Black,White,1,1,Male,1964.0,1,0,0,0
Black,Black,1,1,Male,1975.0,0,0,0,1
Black,White,1,1,Male,1972.0,1,0,0,1
Black,Black,1,1,Male,1962.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1961.0,0,0,0,1
Black,Black,1,1,Male,1977.0,0,0,0,1
Black,White,1,1,Male,1978.0,1,0,0,1
White,White,1,1,Male,1981.0,0,0,0,1
Black,Black,1,1,Male,1973.0,0,0,0,1
Black,White,1,1,Male,1980.0,0,0,0,1
Black,Black,1,1,Male,1982.0,0,0,0,1
Black,Black,1,1,Male,1964.0,0,1,0,1
White,White,1,1,Male,1961.0,0,0,0,1
White,White,1,1,Male,1982.0,0,0,0,1
White,Black,1,1,Male,1978.0,0,0,0,0
Black,White,1,1,Male,1992.0,1,0,0,1
Black,Black,1,1,Male,1965.0,1,0,0,0
White,Black,1,1,Male,1964.0,0,0,0,1
White,White,1,1,Male,1975.0,0,0,0,1
White,Black,1,1,Male,1975.0,1,0,0,0
Black,Black,1,1,Male,1944.0,0,0,0,1
White,White,1,1,Male,1959.0,0,0,0,1
Black,White,1,1,Male,1962.0,1,0,0,0
American Indian or Alaskan Native,Black,1,1,Male,1981.0,0,0,0,1
Black,White,1,1,Male,1955.0,1,0,0,0
White,White,1,1,Male,1959.0,1,0,0,0
White,White,1,1,Male,1943.0,0,0,0,1
White,White,1,1,Male,1982.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1961.0,0,0,0,1
White,White,1,1,Male,1960.0,0,0,0,1
Black,White,1,1,Male,1987.0,0,0,0,1
Black,White,1,1,Male,1939.0,0,0,1,0
Black,Black,1,1,Male,1954.0,0,0,0,1
Black,Black,1,1,Male,1973.0,0,0,0,1
White,Black,1,1,Male,1958.0,1,0,0,0
Asian or Pacific Islander,White,1,1,Male,1984.0,0,0,0,1
White,White,1,1,Male,1970.0,0,0,0,0
Black,Black,1,1,Male,1981.0,0,0,0,0
American Indian or Alaskan Native,White,1,1,Male,1956.0,0,0,0,1
White,White,1,1,Male,1966.0,0,0,0,1
Black,Black,1,1,Male,1956.0,0,0,0,0
White,White,1,1,Male,1970.0,1,0,0,0
White,White,1,1,Male,1978.0,0,0,0,1
White,Black,1,1,Male,1963.0,0,0,0,1
Black,Black,1,1,Male,1984.0,0,0,0,0
White,Black,1,1,Male,1989.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1955.0,1,0,0,1
White,Black,1,1,Male,1983.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1972.0,0,0,0,1
White,White,1,1,Male,1983.0,0,0,0,1
White,White,1,1,Male,1955.0,0,0,0,1
Black,White,1,1,Male,1962.0,0,0,0,0
White,Black,1,1,Male,1980.0,1,0,0,0
White,White,1,1,Male,1984.0,0,0,0,1
White,White,1,1,Male,1972.0,0,0,0,0
Black,Black,1,1,Male,1980.0,0,1,0,0
Black,Black,1,1,Male,1975.0,0,0,0,1
White,White,1,1,Male,1990.0,0,0,0,1
Black,White,1,1,Male,1955.0,1,0,0,0
White,White,1,1,Male,1962.0,0,0,0,1
Black,Black,1,1,Male,1974.0,0,0,0,1
Black,Black,1,1,Male,1953.0,0,0,0,1
Black,Black,1,1,Male,1966.0,1,0,1,0
White,White,1,1,Male,1960.0,0,0,0,1
Black,Black,1,1,Male,1981.0,0,0,0,0
Black,Black,1,1,Male,1955.0,0,0,0,1
White,White,1,1,Male,1956.0,0,0,0,0
Black,Black,1,1,Male,1986.0,0,0,0,1
White,White,1,1,Male,1991.0,1,0,0,0
Black,Black,1,1,Male,1975.0,0,0,0,1
White,White,1,1,Male,1971.0,0,0,0,1
White,White,1,1,Male,1959.0,0,0,0,1
White,White,1,1,Male,1969.0,0,0,0,1
White,White,1,1,Male,1975.0,1,0,0,0
Black,Black,1,1,Male,1964.0,1,0,0,0
White,White,1,1,Male,1962.0,0,0,0,1
Black,Black,1,1,Male,1961.0,0,0,0,0
White,White,1,1,Male,1988.0,0,0,0,1
White,White,1,1,Male,1969.0,0,0,0,1
White,White,1,1,Male,1960.0,0,0,0,0
White,White,1,1,Male,1961.0,0,0,0,1
White,White,1,1,Male,1986.0,0,0,0,1
Black,White,1,1,Male,1955.0,0,0,0,1
White,White,1,1,Male,1953.0,0,0,0,1
White,White,1,1,Male,1964.0,0,0,0,1
Black,White,1,1,Male,1969.0,0,0,0,1
White,White,1,1,Male,1958.0,0,0,0,1
Black,White,1,1,Male,1942.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1955.0,1,0,0,1
White,White,1,1,Male,1978.0,0,0,0,1
White,White,1,1,Male,1952.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1967.0,0,0,0,1
White,White,1,1,Male,1984.0,1,0,0,0
White,White,1,1,Male,1960.0,0,0,0,1
White,White,1,1,Male,1985.0,0,0,0,1
Black,Black,1,1,Male,1953.0,0,0,0,1
White,White,1,1,Male,1961.0,0,0,0,1
Black,Black,1,1,Male,1964.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1958.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1970.0,1,0,0,0
Black,White,1,1,Male,1977.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1992.0,0,0,0,0
White,White,1,1,Male,1978.0,1,0,0,1
White,White,1,1,Male,1992.0,0,0,0,1
White,Black,1,1,Male,1958.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1946.0,0,0,0,1
White,White,1,1,Male,1966.0,0,0,0,1
White,Black,1,1,Male,1995.0,1,0,0,0
White,White,1,1,Male,1977.0,0,0,0,1
White,White,1,1,Male,1965.0,0,0,0,0
American Indian or Alaskan Native,White,1,1,Female,1983.0,0,0,0,1
Black,Black,1,1,Male,1957.0,0,0,0,0
Black,Black,1,1,Male,1993.0,1,0,0,0
White,White,1,1,Female,1966.0,0,0,0,0
White,White,1,1,Male,1989.0,0,0,0,1
White,White,1,1,Male,1970.0,1,0,0,0
White,White,1,1,Male,1973.0,0,0,0,1
Black,Black,1,1,Male,1994.0,0,0,0,1
White,White,1,1,Male,1965.0,0,0,0,1
Black,White,1,1,Male,1960.0,0,0,0,1
White,Black,1,1,Male,1968.0,1,0,0,0
American Indian or Alaskan Native,Black,1,1,Male,1976.0,0,0,0,1
Hispanic,White,1,1,Male,1981.0,0,0,0,1
Hispanic,Black,1,1,Male,1987.0,0,0,0,1
Hispanic,White,1,1,Male,1986.0,1,0,0,1
Hispanic,White,1,1,Male,1965.0,1,0,0,1
White,Black,1,1,Male,1968.0,1,0,0,0
White,Black,1,1,Male,1980.0,1,0,0,0
Black,Black,1,1,Male,1979.0,0,0,0,0
White,White,1,1,Male,1964.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1979.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1982.0,0,0,0,1
Black,Black,1,1,Male,1997.0,0,0,0,1
Black,Black,1,1,Male,1972.0,0,0,0,1
Black,Black,1,1,Male,1959.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1987.0,0,0,0,1
Black,Black,1,1,Female,1991.0,1,0,0,0
White,White,1,1,Male,1965.0,0,0,0,0
Black,Black,1,1,Female,1987.0,0,0,0,1
Black,Black,1,1,Male,1964.0,0,1,0,0
Black,Black,1,1,Male,1971.0,0,0,0,0
White,White,1,1,Male,1989.0,0,0,0,0
White,White,1,1,Male,1979.0,0,0,0,1
White,Black,1,1,Male,1975.0,0,0,0,1
Black,Black,1,1,Male,1966.0,0,0,0,1
White,White,1,1,Male,1977.0,0,0,0,1
White,Black,1,1,Male,1986.0,0,0,0,1
White,White,1,1,Male,1974.0,0,0,0,1
White,White,1,1,Male,1956.0,0,0,0,0
American Indian or Alaskan Native,White,1,1,Male,1991.0,1,0,0,1
White,White,1,1,Male,1967.0,0,0,0,1
White,White,1,1,Female,1983.0,0,0,0,1
White,White,1,1,Male,1965.0,0,0,0,1
Black,Black,1,1,Male,1955.0,1,0,0,0
White,White,1,1,Male,1954.0,0,0,0,1
Black,Black,1,1,Male,1936.0,0,0,0,1
White,White,1,1,Male,1976.0,1,0,0,0
American Indian or Alaskan Native,White,1,1,Male,1960.0,0,0,0,1
White,White,1,1,Male,1985.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1972.0,0,0,0,1
White,White,1,1,Male,1972.0,1,0,0,1
White,White,1,1,Male,1963.0,0,0,0,0
Asian or Pacific Islander,Black,1,1,Male,1974.0,0,0,0,1
White,Black,1,1,Male,1963.0,0,0,0,0
White,White,1,1,Male,1962.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1973.0,0,0,0,1
White,White,1,1,Male,1960.0,0,0,0,0
White,White,1,1,Male,1965.0,0,0,0,1
Hispanic,White,1,1,Male,1960.0,0,0,0,1
White,White,1,1,Male,1972.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1989.0,1,0,0,1
White,White,1,1,Male,1974.0,0,0,0,1
White,White,1,1,Male,1977.0,0,0,0,1
Black,White,1,1,Male,1975.0,0,0,0,1
White,White,1,1,Male,1946.0,0,0,0,1
Black,Black,1,1,Male,1968.0,0,0,0,1
White,Black,1,1,Male,1984.0,0,0,0,1
White,White,1,1,Male,1986.0,0,0,0,1
Black,Black,1,1,Male,1989.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1965.0,0,0,0,1
Black,Black,1,1,Male,1976.0,0,0,0,0
Black,Black,1,1,Male,1968.0,1,0,0,0
White,White,1,1,Male,1980.0,0,0,0,1
White,White,1,1,Male,1985.0,0,0,0,1
Black,Black,1,1,Male,1955.0,0,0,0,0
White,White,1,1,Male,1959.0,0,0,0,1
Black,White,1,1,Male,1963.0,0,0,0,1
Black,Black,1,1,Male,1951.0,0,0,0,1
Black,Black,1,1,Male,1979.0,0,0,0,1
Hispanic,White,1,1,Male,1977.0,0,1,0,0
Black,Black,1,1,Male,1960.0,0,0,0,1
White,Black,1,1,Male,1980.0,1,0,0,0
Black,White,1,1,Male,1979.0,1,0,0,1
White,Black,1,1,Male,1964.0,1,0,0,1
White,Black,1,1,Male,1973.0,0,0,0,0
White,White,1,1,Male,1951.0,1,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1954.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1965.0,1,0,0,0
American Indian or Alaskan Native,White,1,1,Male,1952.0,0,0,0,1
White,White,1,1,Male,1964.0,0,0,0,1
Black,Black,1,1,Male,1965.0,0,0,0,1
Black,Black,1,1,Male,1969.0,0,0,0,0
Hispanic,White,1,1,Male,1965.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1962.0,0,0,0,1
White,White,1,1,Male,1953.0,0,0,0,1
White,White,1,1,Male,1980.0,1,0,0,1
White,White,1,1,Male,1957.0,0,0,0,1
Black,Black,1,1,Male,1967.0,0,0,0,0
Black,White,1,1,Male,1951.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1951.0,0,0,0,1
Black,Black,1,1,Male,1967.0,0,0,0,1
Black,Black,1,1,Male,1966.0,0,0,0,1
White,White,1,1,Male,1985.0,0,0,0,1
White,White,1,1,Male,1984.0,0,0,0,1
Black,Black,1,1,Male,1977.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1963.0,0,0,0,1
White,White,1,1,Male,1978.0,0,0,0,1
White,Black,1,1,Male,1955.0,1,0,0,0
American Indian or Alaskan Native,White,1,1,Male,1979.0,0,0,0,1
Black,Black,1,1,Male,1983.0,0,0,0,1
Black,White,1,1,Male,1959.0,0,0,0,1
White,White,1,1,Male,1973.0,1,0,0,0
Black,Black,1,1,Male,1977.0,0,0,0,0
White,Black,1,1,Male,1992.0,1,0,0,1
White,Black,1,1,Male,1971.0,0,0,0,1
White,White,1,1,Male,1954.0,0,0,0,1
White,White,1,1,Male,1942.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1951.0,0,0,0,1
Black,White,1,1,Male,1994.0,1,0,0,0
White,White,1,1,Male,1990.0,0,0,0,1
White,White,1,1,Male,1975.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1973.0,0,0,0,1
Black,White,1,1,Male,1972.0,0,0,0,0
Black,Black,1,1,Male,1967.0,0,0,0,1
Black,Black,1,1,Male,1976.0,0,0,0,1
Black,Black,1,1,Male,1978.0,1,0,0,0
Black,Black,1,1,Male,1975.0,0,0,0,1
Black,Black,1,1,Male,1960.0,1,0,0,1
Asian or Pacific Islander,White,1,1,Male,1992.0,0,1,0,1
Black,Black,1,1,Male,1977.0,0,0,0,1
White,White,1,1,Male,1975.0,0,0,0,1
White,Black,1,1,Male,1970.0,1,0,0,0
Black,Black,1,1,Male,1980.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1983.0,1,0,0,1
Black,Black,1,1,Male,1981.0,1,0,0,0
White,White,1,1,Male,1970.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1971.0,0,0,0,1
Black,Black,1,1,Male,1963.0,0,0,0,1
Black,Black,1,1,Male,1977.0,0,0,0,1
White,White,1,1,Male,1979.0,0,0,0,1
White,White,1,1,Male,1980.0,0,0,0,0
American Indian or Alaskan Native,Black,1,1,Male,1962.0,0,0,0,1
Black,Black,1,1,Female,1982.0,1,0,0,1
White,Black,1,1,Male,1997.0,0,0,0,1
White,White,1,1,Male,1951.0,0,0,0,0
White,White,1,1,Male,1979.0,0,0,0,1
White,White,1,1,Male,1963.0,0,0,0,1
Black,White,1,1,Male,1980.0,1,0,0,1
White,Black,1,1,Male,1967.0,1,0,0,0
White,White,1,1,Male,1984.0,0,0,0,1
White,White,1,1,Male,1965.0,0,0,0,1
White,White,1,1,Male,1954.0,0,0,0,0
White,White,1,1,Male,1980.0,0,0,0,0
Black,Black,1,1,Male,1964.0,1,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1977.0,1,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1954.0,0,0,0,1
White,Black,1,1,Male,1968.0,0,0,0,1
White,White,1,1,Male,1966.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1944.0,0,0,0,1
White,White,1,1,Male,1989.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1989.0,0,0,0,1
White,White,1,1,Male,1981.0,1,0,0,0
White,White,1,1,Male,1985.0,0,0,0,1
White,White,1,1,Male,1989.0,0,0,0,1
Black,Black,1,1,Male,1985.0,0,0,0,1
White,White,1,1,Male,1976.0,0,0,0,1
Black,Black,1,1,Male,1963.0,0,0,0,1
White,White,1,1,Male,1969.0,1,0,0,0
White,White,1,1,Male,1987.0,1,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1968.0,0,0,0,1
White,White,1,1,Male,1963.0,0,0,0,1
White,White,1,1,Male,1971.0,0,0,0,1
Black,Black,1,1,Male,1980.0,0,0,0,1
Black,Black,1,1,Male,1968.0,0,0,0,1
White,White,1,1,Male,1984.0,1,0,0,1
Black,Black,1,1,Male,1974.0,0,0,0,1
Black,Black,1,1,Male,1961.0,0,0,0,0
Black,Black,1,1,Male,1984.0,0,0,0,1
Black,White,1,1,Male,1962.0,0,0,0,1
Black,Black,1,1,Male,1952.0,0,0,0,1
Black,Black,1,1,Male,1966.0,0,0,0,1
Black,Black,1,1,Male,1977.0,0,0,0,1
Black,Black,1,1,Male,1981.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1957.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1930.0,0,0,0,1
White,Black,1,1,Male,1993.0,0,0,0,1
White,White,1,1,Male,1981.0,0,0,0,0
Asian or Pacific Islander,White,1,1,Male,1971.0,0,0,1,1
White,White,1,1,Male,1987.0,1,0,0,1
Black,Black,1,1,Male,1965.0,0,0,0,1
Black,Black,1,1,Male,1974.0,0,0,0,0
Asian or Pacific Islander,Black,1,1,Male,1979.0,0,0,0,1
White,White,1,1,Male,1968.0,0,0,0,1
Black,White,1,1,Male,1943.0,0,0,0,0
White,Black,1,1,Male,1970.0,0,0,0,0
Black,Black,1,1,Male,1962.0,1,0,0,1
Black,White,1,1,Male,1969.0,0,0,0,1
Black,Black,1,1,Male,1995.0,1,0,0,0
American Indian or Alaskan Native,Black,1,1,Male,1965.0,0,0,0,1
Black,Black,1,1,Male,1975.0,0,0,0,1
White,Black,1,1,Male,1973.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1953.0,0,0,0,1
Black,White,1,1,Male,1947.0,0,0,1,1
White,White,1,1,Male,1952.0,0,0,0,1
White,Black,1,1,Male,1965.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1956.0,0,0,0,1
White,Black,1,1,Male,1982.0,0,0,0,1
White,White,1,1,Male,1976.0,0,0,0,1
White,White,1,1,Male,1963.0,0,0,0,1
Black,Black,1,1,Male,1973.0,0,0,0,0
White,Black,1,1,Male,1974.0,0,0,0,1
White,White,1,1,Male,1958.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1965.0,0,0,0,1
White,Black,1,1,Male,1959.0,0,0,0,1
Black,Black,1,1,Male,1964.0,0,0,0,1
Black,Black,1,1,Male,1979.0,1,0,0,0
White,White,1,1,Male,1968.0,0,0,0,1
White,White,1,1,Male,1970.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Female,1967.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1981.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1967.0,0,0,0,1
Black,White,1,1,Male,1965.0,0,0,0,1
White,White,1,1,Male,1971.0,1,0,0,0
American Indian or Alaskan Native,Black,1,1,Male,1961.0,0,0,0,0
White,White,1,1,Male,1969.0,0,0,0,1
Black,Black,1,1,Male,1983.0,0,0,0,0
Black,White,1,1,Male,1970.0,1,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1983.0,0,0,0,1
White,White,1,1,Male,1971.0,0,0,0,1
American Indian or Alaskan Native,White,1,1,Male,1970.0,0,0,0,1
White,White,1,1,Male,1977.0,0,0,0,1
White,White,1,1,Male,1950.0,0,0,0,1
Asian or Pacific Islander,White,1,1,Male,1940.0,0,0,0,1
White,White,1,1,Male,1958.0,0,0,0,0
Black,White,1,1,Male,1951.0,0,0,0,0
Black,White,1,1,Male,1965.0,0,0,0,1
White,White,1,1,Male,1970.0,0,0,0,0
Asian or Pacific Islander,White,1,1,Male,1959.0,0,1,0,1
White,White,1,1,Male,1963.0,0,0,0,0
Black,Black,1,1,Male,1967.0,0,0,0,0
Black,White,1,1,Male,1948.0,0,0,0,1
White,Black,1,1,Male,1980.0,1,0,0,1
Black,Black,1,1,Male,1977.0,0,0,0,0
White,Black,1,1,Male,1963.0,1,0,0,0
Black,Black,1,1,Male,1978.0,0,0,0,1
Hispanic,White,1,1,Male,1985.0,1,0,0,0
Black,Black,1,1,Female,1976.0,0,0,0,1
Black,Black,1,1,Male,1986.0,0,0,0,0
Black,Black,1,1,Male,1961.0,0,0,0,1
Black,Black,1,1,Male,1985.0,1,0,0,0
Black,Black,1,1,Male,1979.0,0,0,0,1
Black,Black,1,1,Male,1963.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1954.0,1,0,0,1
Black,Black,1,1,Male,1971.0,1,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1994.0,0,0,0,1
Asian or Pacific Islander,Black,1,1,Male,1973.0,0,0,0,1
Black,Black,1,1,Male,1952.0,0,0,0,1
American Indian or Alaskan Native,Black,1,1,Male,1992.0,1,0,0,1
White,White,1,1,Male,1984.0,0,0,0,1
